Sample	Caspase Value
CONT_M.MUS.musP	406.898
CONT_M.MUS.musP	358.862
CONT_M.MUS.musP	666.861
CONT_M.MUS.musP	545.357
CONT_M.MUS.musP	412.55
CONT_M.MUS.musP	421.027
CONT_M.MUS.musP	890.09
CONT_M.MUS.musP	712.072
IRRAD_M.MUS.musP	3384.2
IRRAD_M.MUS.musP	2579.506
IRRAD_M.MUS.musP	2618.76
IRRAD_M.MUS.musP	1912.199
IRRAD_M.MUS.musP	2501
IRRAD_M.MUS.musP	2052.39
IRRAD_M.MUS.musP	2304.733
IRRAD_M.MUS.musP	2991.667
IRRAD_M.MUS.musP	2935.59
IRRAD_M.MUS.musP	2792.596
CONT_M.MUS.musB	850.531
CONT_M.MUS.musB	898.567
CONT_M.MUS.musB	1085.063
CONT_M.MUS.musB	553.834
CONT_M.MUS.musB	813.797
CONT_M.MUS.musB	545.357
CONT_M.MUS.musB	680.99
CONT_M.MUS.musB	257.137
IRRAD_M.MUS.musB	1856.123
IRRAD_M.MUS.musB	1948.649
IRRAD_M.MUS.musB	2683.247
IRRAD_M.MUS.musB	3479.53
IRRAD_M.MUS.musB	1839.3
IRRAD_M.MUS.musB	2590.721
IRRAD_M.MUS.musB	3148.68
IRRAD_M.MUS.musB	1393.494
IRRAD_M.MUS.musB	2086.035
IRRAD_M.MUS.musB	2248.656
IRRAD_M.MUS.musB	2669.228
IRRAD_M.MUS.musB	2243.049
CONT_M.MUS.domT	279.743
CONT_M.MUS.domT	528.403
CONT_M.MUS.domT	477.54
CONT_M.MUS.domT	531.228
CONT_M.MUS.domT	842.054
CONT_M.MUS.domT	745.98
CONT_M.MUS.domT	491.669
CONT_M.MUS.domT	395.596
IRRAD_M.MUS.domT	507.49
IRRAD_M.MUS.domT	1171.993
IRRAD_M.MUS.domT	1298.165
IRRAD_M.MUS.domT	723.383
IRRAD_M.MUS.domT	1186.012
IRRAD_M.MUS.domT	1713.129
IRRAD_M.MUS.domT	1314.987
IRRAD_M.MUS.domT	1000.961
IRRAD_M.MUS.domT	1107.505
IRRAD_M.MUS.domT	1474.805
IRRAD_M.MUS.domT	647.68
IRRAD_M.MUS.domT	1463.589
IRRAD_M.MUS.domT	1884.161
IRRAD_M.MUS.domT	1028.999
IRRAD_M.MUS.domT	1617.799
IRRAD_M.MUS.domT	1522.469
CONT_M.Spretus.sfm	969.209
CONT_M.Spretus.sfm	494.495
CONT_M.Spretus.sfm	358.862
CONT_M.Spretus.sfm	274.091
CONT_M.Spretus.sfm	339.082
CONT_M.Spretus.sfm	474.715
CONT_M.Spretus.sfm	367.339
CONT_M.Spretus.sfm	240.183
IRRAD_M.Spretus.sfm	504.686
IRRAD_M.Spretus.sfm	473.844
IRRAD_M.Spretus.sfm	771.048
IRRAD_M.Spretus.sfm	597.212
IRRAD_M.Spretus.sfm	874.789
IRRAD_M.Spretus.sfm	757.029
IRRAD_M.Spretus.sfm	869.181
IRRAD_M.Spretus.sfm	989.745
IRRAD_M.Spretus.sfm	1031.802
IRRAD_M.Spretus.sfm	995.353
IRRAD_M.Spretus.sfm	953.296
IRRAD_M.Spretus.sfm	849.555
IRRAD_M.Spretus.sfm	776.656
IRRAD_M.Spretus.sfm	1101.898
IRRAD_M.Spretus.sfm	1152.366
IRRAD_M.Spretus.sfm	1099.094
