Sample	Caspase Value
CONT_M.MUS.musP	1972.973
CONT_M.MUS.musP	1127.413
CONT_M.MUS.musP	959.976
CONT_M.MUS.musP	1119.042
IRRAD_M.MUS.musP	4285.125
IRRAD_M.MUS.musP	5373.188
IRRAD_M.MUS.musP	5199.77
IRRAD_M.MUS.musP	3387.262
IRRAD_M.MUS.musP	2981.686
IRRAD_M.MUS.musP	2307.59
IRRAD_M.MUS.musP	2089.418
IRRAD_M.MUS.musP	1686.638
CONT_M.MUS.musC	3851.065
CONT_M.MUS.musC	1780.42
CONT_M.MUS.musC	1582.286
CONT_M.MUS.musC	2603.655
IRRAD_M.MUS.musC	1202.744
IRRAD_M.MUS.musC	1641.885
IRRAD_M.MUS.musC	2478.212
IRRAD_M.MUS.musC	2069.838
IRRAD_M.MUS.musC	2081.027
IRRAD_M.MUS.musC	1938.376
IRRAD_M.MUS.musC	841.921
IRRAD_M.MUS.musC	1479.655
CONT_M.MUS.domM	12878.743
CONT_M.MUS.domM	7908.637
CONT_M.MUS.domM	6401.698
CONT_M.MUS.domM	9242.557
IRRAD_M.MUS.domM	3454.392
IRRAD_M.MUS.domM	3073.99
IRRAD_M.MUS.domM	4626.368
IRRAD_M.MUS.domM	2646.037
IRRAD_M.MUS.domM	2198.504
IRRAD_M.MUS.domM	3865.563
IRRAD_M.MUS.domM	3398.451
IRRAD_M.MUS.domM	3935.49
CONT_M.MUS.musM	1719.026
CONT_M.MUS.musM	943.232
CONT_M.MUS.musM	781.376
CONT_M.MUS.musM	1476.242
IRRAD_M.MUS.musM	95.101
IRRAD_M.MUS.musM	103.492
IRRAD_M.MUS.musM	100.695
IRRAD_M.MUS.musM	81.115
IRRAD_M.MUS.musM	78.318
IRRAD_M.MUS.musM	100.695
IRRAD_M.MUS.musM	64.333
IRRAD_M.MUS.musM	103.492
CONT_M.MUS.domT	3287.359
CONT_M.MUS.domT	2212.967
CONT_M.MUS.domT	1986.926
CONT_M.MUS.domT	2857.602
IRRAD_M.MUS.domT	696.473
IRRAD_M.MUS.domT	662.908
IRRAD_M.MUS.domT	321.664
IRRAD_M.MUS.domT	349.635
IRRAD_M.MUS.domT	399.982
IRRAD_M.MUS.domT	455.924
IRRAD_M.MUS.domT	251.737
IRRAD_M.MUS.domT	517.46
IRRAD_M.MUS.musP	7004.637
IRRAD_M.MUS.musP	4834.936
IRRAD_M.MUS.musP	3891.465
IRRAD_M.MUS.musP	3771.082
IRRAD_M.MUS.musP	3871.868
IRRAD_M.MUS.musP	3852.271
IRRAD_M.MUS.musP	4216.22
IRRAD_M.MUS.musP	5876.392
IRRAD_M.MUS.musC	1870.143
IRRAD_M.MUS.musC	1590.181
IRRAD_M.MUS.musC	2004.524
IRRAD_M.MUS.musC	1746.96
IRRAD_M.MUS.musC	1433.403
IRRAD_M.MUS.musC	1730.162
IRRAD_M.MUS.musC	2068.916
IRRAD_M.MUS.musC	1912.137
IRRAD_M.MUS.domM	3535.914
IRRAD_M.MUS.domM	3675.895
IRRAD_M.MUS.domM	3807.477
IRRAD_M.MUS.domM	3745.885
IRRAD_M.MUS.domM	4244.216
IRRAD_M.MUS.domM	4356.201
IRRAD_M.MUS.domM	5134.494
IRRAD_M.MUS.domM	3188.761
IRRAD_M.MUS.musM	151.179
IRRAD_M.MUS.musM	181.975
IRRAD_M.MUS.musM	81.189
IRRAD_M.MUS.musM	142.78
IRRAD_M.MUS.musM	86.788
IRRAD_M.MUS.musM	78.389
IRRAD_M.MUS.musM	86.788
IRRAD_M.MUS.musM	103.586
IRRAD_M.MUS.domT	590.719
IRRAD_M.MUS.domT	635.513
IRRAD_M.MUS.domT	526.328
IRRAD_M.MUS.domT	1332.617
IRRAD_M.MUS.domT	473.135
IRRAD_M.MUS.domT	417.143
IRRAD_M.MUS.domT	638.312
IRRAD_M.MUS.domT	509.53
